filename,original_path,dataset,original_score,corrupted_score,corruption_type,corruption_description,penalty_applied
03140_atepp_timing_errors(1650)_9616.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03140.mid",atepp,99,79.0,timing_errors,timing_errors(1650),-20.0
03140_atepp_wrong_notes(385)_9617.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03140.mid",atepp,99,74.0,wrong_notes,wrong_notes(385),-25.0
03140_atepp_wrong_notes(1284)_timing_errors(1464)_dynamic_erro_9618.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03140.mid",atepp,99,39.0,mixed,"wrong_notes(1284),timing_errors(1464),dynamic_errors(1027)",-60.0
03140_atepp_timing_errors(215)_9619.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03140.mid",atepp,99,79.0,timing_errors,timing_errors(215),-20.0
03140_atepp_missing_voice_9620.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03140.mid",atepp,99,41.98344218073522,missing_voice,missing_voice,-57.01655781926478
03141_atepp_original_9621.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,99.0,clean,original,0.0
03141_atepp_missing_passage_9622.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,77.48915156450704,missing_passage,missing_passage,-21.510848435492967
03141_atepp_missing_voice_9623.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,43.666504495991,missing_voice,missing_voice,-55.333495504009
03141_atepp_wrong_notes(811)_timing_errors(1748)_dynamic_error_9624.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,39.0,mixed,"wrong_notes(811),timing_errors(1748),dynamic_errors(409)",-60.0
03141_atepp_wrong_notes(450)_9625.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,74.0,wrong_notes,wrong_notes(450),-25.0
03141_atepp_missing_voice_9626.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,56.964856531044944,missing_voice,missing_voice,-42.035143468955056
03141_atepp_missing_passage_9627.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,62.052217148420034,missing_passage,missing_passage,-36.947782851579966
03141_atepp_wrong_notes(1520)_timing_errors(1605)_dynamic_erro_9628.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,39.0,mixed,"wrong_notes(1520),timing_errors(1605),dynamic_errors(209)",-60.0
03141_atepp_wrong_notes(312)_9629.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03141.mid",atepp,99,74.0,wrong_notes,wrong_notes(312),-25.0
03142_atepp_original_9630.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,99.0,clean,original,0.0
03142_atepp_wrong_notes(1455)_9631.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,74.0,wrong_notes,wrong_notes(1455),-25.0
03142_atepp_missing_passage_9632.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,72.08681739023828,missing_passage,missing_passage,-26.913182609761726
03142_atepp_wrong_notes(1574)_9633.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,74.0,wrong_notes,wrong_notes(1574),-25.0
03142_atepp_wrong_notes(1453)_timing_errors(1149)_dynamic_erro_9634.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,39.0,mixed,"wrong_notes(1453),timing_errors(1149),dynamic_errors(1591)",-60.0
03142_atepp_missing_passage_9635.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,65.32484655613774,missing_passage,missing_passage,-33.675153443862264
03142_atepp_timing_errors(1500)_9636.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,79.0,timing_errors,timing_errors(1500),-20.0
03142_atepp_wrong_notes(844)_9637.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,74.0,wrong_notes,wrong_notes(844),-25.0
03142_atepp_missing_passage_9638.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/03142.mid",atepp,99,76.80083544123673,missing_passage,missing_passage,-22.199164558763265
03134_atepp_original_9639.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,99.0,clean,original,0.0
03134_atepp_wrong_notes(432)_timing_errors(227)_dynamic_errors_9640.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,39.0,mixed,"wrong_notes(432),timing_errors(227),dynamic_errors(901)",-60.0
03134_atepp_missing_voice_9641.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,64.042824143291,missing_voice,missing_voice,-34.95717585670901
03134_atepp_dynamic_errors(1076)_9642.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1076),-15.0
03134_atepp_dynamic_errors(1341)_9643.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1341),-15.0
03134_atepp_wrong_notes(1301)_9644.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,74.0,wrong_notes,wrong_notes(1301),-25.0
03134_atepp_wrong_notes(1662)_timing_errors(1186)_dynamic_erro_9645.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,39.0,mixed,"wrong_notes(1662),timing_errors(1186),dynamic_errors(941)",-60.0
03134_atepp_timing_errors(971)_9646.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,79.0,timing_errors,timing_errors(971),-20.0
03134_atepp_missing_passage_9647.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03134.mid",atepp,99,67.2051747724515,missing_passage,missing_passage,-31.794825227548504
03135_atepp_original_9648.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,99.0,clean,original,0.0
03135_atepp_dynamic_errors(943)_9649.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(943),-15.0
03135_atepp_missing_passage_9650.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,78.00543498486513,missing_passage,missing_passage,-20.994565015134874
03135_atepp_wrong_notes(592)_timing_errors(1310)_dynamic_error_9651.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,39.0,mixed,"wrong_notes(592),timing_errors(1310),dynamic_errors(1611)",-60.0
03135_atepp_missing_voice_9652.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,43.59467345659,missing_voice,missing_voice,-55.40532654341
03135_atepp_dynamic_errors(547)_9653.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(547),-15.0
03135_atepp_missing_voice_9654.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,50.808526204471896,missing_voice,missing_voice,-48.191473795528104
03135_atepp_missing_voice_9655.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,46.53103045720267,missing_voice,missing_voice,-52.46896954279733
03135_atepp_timing_errors(680)_9656.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._4,_Pour_les_sixtes/03135.mid",atepp,99,79.0,timing_errors,timing_errors(680),-20.0
03236_atepp_original_9657.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,99.0,clean,original,0.0
03236_atepp_dynamic_errors(2856)_9658.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(2856),-15.0
03236_atepp_dynamic_errors(973)_9659.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(973),-15.0
03236_atepp_wrong_notes(2646)_9660.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,74.0,wrong_notes,wrong_notes(2646),-25.0
03236_atepp_dynamic_errors(1598)_9661.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1598),-15.0
03236_atepp_missing_passage_9662.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,59.775602057888456,missing_passage,missing_passage,-39.224397942111544
03236_atepp_wrong_notes(2056)_timing_errors(2085)_dynamic_erro_9663.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,39.0,mixed,"wrong_notes(2056),timing_errors(2085),dynamic_errors(721)",-60.0
03236_atepp_missing_voice_9664.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,42.56195507067028,missing_voice,missing_voice,-56.43804492932972
03236_atepp_missing_voice_9665.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03236.mid",atepp,99,60.51925345276969,missing_voice,missing_voice,-38.48074654723031
03237_atepp_original_9666.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,99.0,clean,original,0.0
03237_atepp_dynamic_errors(1329)_9667.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1329),-15.0
03237_atepp_missing_voice_9668.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,47.202713270253305,missing_voice,missing_voice,-51.797286729746695
03237_atepp_dynamic_errors(1628)_9669.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1628),-15.0
03237_atepp_missing_voice_9670.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,64.21334660075345,missing_voice,missing_voice,-34.786653399246546
03237_atepp_missing_passage_9671.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,62.249781908233366,missing_passage,missing_passage,-36.750218091766634
03237_atepp_missing_passage_9672.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,71.63590928796265,missing_passage,missing_passage,-27.364090712037353
03237_atepp_missing_voice_9673.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,43.109403204125584,missing_voice,missing_voice,-55.890596795874416
03237_atepp_wrong_notes(2566)_9674.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03237.mid",atepp,99,74.0,wrong_notes,wrong_notes(2566),-25.0
03238_atepp_original_9675.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,99.0,clean,original,0.0
03238_atepp_timing_errors(522)_9676.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,79.0,timing_errors,timing_errors(522),-20.0
03238_atepp_wrong_notes(615)_9677.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,74.0,wrong_notes,wrong_notes(615),-25.0
03238_atepp_wrong_notes(1670)_9678.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,74.0,wrong_notes,wrong_notes(1670),-25.0
03238_atepp_wrong_notes(1202)_timing_errors(1533)_dynamic_erro_9679.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,39.0,mixed,"wrong_notes(1202),timing_errors(1533),dynamic_errors(1672)",-60.0
03238_atepp_wrong_notes(2503)_9680.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,74.0,wrong_notes,wrong_notes(2503),-25.0
03238_atepp_wrong_notes(2761)_9681.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,74.0,wrong_notes,wrong_notes(2761),-25.0
03238_atepp_missing_voice_9682.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,52.309971884855386,missing_voice,missing_voice,-46.690028115144614
03238_atepp_missing_voice_9683.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03238.mid",atepp,99,53.646035413649344,missing_voice,missing_voice,-45.353964586350656
03239_atepp_original_9684.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,99.0,clean,original,0.0
03239_atepp_dynamic_errors(853)_9685.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(853),-15.0
03239_atepp_missing_voice_9686.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,47.1855335114393,missing_voice,missing_voice,-51.8144664885607
03239_atepp_timing_errors(639)_9687.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,79.0,timing_errors,timing_errors(639),-20.0
03239_atepp_dynamic_errors(650)_9688.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(650),-15.0
03239_atepp_wrong_notes(2619)_9689.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,74.0,wrong_notes,wrong_notes(2619),-25.0
03239_atepp_dynamic_errors(950)_9690.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(950),-15.0
03239_atepp_missing_passage_9691.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,73.29298327759949,missing_passage,missing_passage,-25.70701672240051
03239_atepp_wrong_notes(1716)_timing_errors(1237)_dynamic_erro_9692.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03239.mid",atepp,99,39.0,mixed,"wrong_notes(1716),timing_errors(1237),dynamic_errors(1893)",-60.0
03240_atepp_original_9693.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,99.0,clean,original,0.0
03240_atepp_wrong_notes(591)_timing_errors(1311)_dynamic_error_9694.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,39.0,mixed,"wrong_notes(591),timing_errors(1311),dynamic_errors(1487)",-60.0
03240_atepp_wrong_notes(1122)_timing_errors(1676)_dynamic_erro_9695.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,39.0,mixed,"wrong_notes(1122),timing_errors(1676),dynamic_errors(446)",-60.0
03240_atepp_wrong_notes(2807)_timing_errors(2083)_dynamic_erro_9696.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,39.0,mixed,"wrong_notes(2807),timing_errors(2083),dynamic_errors(424)",-60.0
03240_atepp_wrong_notes(1113)_9697.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,74.0,wrong_notes,wrong_notes(1113),-25.0
03240_atepp_dynamic_errors(1540)_9698.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1540),-15.0
03240_atepp_dynamic_errors(1155)_9699.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1155),-15.0
03240_atepp_missing_voice_9700.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,64.04740078008082,missing_voice,missing_voice,-34.95259921991918
03240_atepp_wrong_notes(1406)_timing_errors(1412)_dynamic_erro_9701.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03240.mid",atepp,99,39.0,mixed,"wrong_notes(1406),timing_errors(1412),dynamic_errors(1603)",-60.0
03241_atepp_original_9702.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,99.0,clean,original,0.0
03241_atepp_missing_passage_9703.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,72.15318338884792,missing_passage,missing_passage,-26.846816611152082
03241_atepp_wrong_notes(2187)_timing_errors(728)_dynamic_error_9704.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,39.0,mixed,"wrong_notes(2187),timing_errors(728),dynamic_errors(975)",-60.0
03241_atepp_wrong_notes(1831)_timing_errors(687)_dynamic_error_9705.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,39.0,mixed,"wrong_notes(1831),timing_errors(687),dynamic_errors(481)",-60.0
03241_atepp_missing_passage_9706.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,55.20623955464537,missing_passage,missing_passage,-43.79376044535463
03241_atepp_wrong_notes(2701)_timing_errors(2400)_dynamic_erro_9707.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,39.0,mixed,"wrong_notes(2701),timing_errors(2400),dynamic_errors(2496)",-60.0
03241_atepp_missing_passage_9708.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,72.9965199270824,missing_passage,missing_passage,-26.003480072917597
03241_atepp_missing_voice_9709.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,41.01179530837002,missing_voice,missing_voice,-57.98820469162998
03241_atepp_missing_voice_9710.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03241.mid",atepp,99,56.63175661495089,missing_voice,missing_voice,-42.36824338504911
03242_atepp_original_9711.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,99.0,clean,original,0.0
03242_atepp_wrong_notes(995)_timing_errors(2788)_dynamic_error_9712.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,39.0,mixed,"wrong_notes(995),timing_errors(2788),dynamic_errors(2239)",-60.0
03242_atepp_wrong_notes(2157)_9713.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,74.0,wrong_notes,wrong_notes(2157),-25.0
03242_atepp_timing_errors(1534)_9714.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,79.0,timing_errors,timing_errors(1534),-20.0
03242_atepp_missing_voice_9715.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,51.84911794920882,missing_voice,missing_voice,-47.15088205079118
03242_atepp_dynamic_errors(1095)_9716.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1095),-15.0
03242_atepp_wrong_notes(2517)_9717.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,74.0,wrong_notes,wrong_notes(2517),-25.0
MiyashitaM03M_asap_wrong_notes(1464)_timing_errors(2625)_dynamic_erro_5908.mid,/data/scratch/acw630/asap-dataset-alignment/Beethoven/Piano_Sonatas/3-1/MiyashitaM03M.mid,asap,99,99,clean,original,0.0
03242_atepp_timing_errors(2109)_9718.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,79.0,timing_errors,timing_errors(2109),-20.0
03242_atepp_dynamic_errors(1542)_9719.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03242.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1542),-15.0
03243_atepp_original_9720.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,99.0,clean,original,0.0
03243_atepp_dynamic_errors(1811)_9721.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1811),-15.0
03243_atepp_missing_passage_9722.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,65.4145452467046,missing_passage,missing_passage,-33.585454753295394
03243_atepp_wrong_notes(1140)_9723.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,74.0,wrong_notes,wrong_notes(1140),-25.0
03243_atepp_missing_voice_9724.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,39.547826061267365,missing_voice,missing_voice,-59.452173938732635
03243_atepp_wrong_notes(2538)_timing_errors(2282)_dynamic_erro_9725.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,39.0,mixed,"wrong_notes(2538),timing_errors(2282),dynamic_errors(289)",-60.0
03243_atepp_wrong_notes(1786)_timing_errors(888)_dynamic_error_9726.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,39.0,mixed,"wrong_notes(1786),timing_errors(888),dynamic_errors(2554)",-60.0
03243_atepp_dynamic_errors(1040)_9727.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1040),-15.0
03243_atepp_timing_errors(741)_9728.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03243.mid",atepp,99,79.0,timing_errors,timing_errors(741),-20.0
03244_atepp_original_9729.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03244.mid",atepp,99,99.0,clean,original,0.0
03244_atepp_dynamic_errors(1639)_9730.mid,"/data/scratch/acw630/ATEPP-1.1/Claude_Debussy/Estampes,_L._100/1._Pagodes/03244.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1639),-15.0
